
Datetime,Symbol,Open,High,Low,Close,Volume,Open Interest
2021-03-01 09:15:00,15500PE,833.45,852.1,777.4,840.0,34575,1161225
2021-03-01 09:30:00,15500PE,843.65,843.65,761.25,761.25,825,464100
2021-03-01 09:45:00,15500PE,761.25,765.0,750.0,751.1,1725,741975
2021-03-01 10:00:00,15500PE,751.1,770.0,749.0,767.15,1200,554475
2021-03-01 10:15:00,15500PE,767.15,767.15,710.0,710.0,4575,832050
2021-03-01 10:30:00,15500PE,710.0,711.0,696.15,706.05,975,373200
2021-03-01 10:45:00,15500PE,706.05,711.05,700.0,700.0,375,279450
2021-03-01 11:00:00,15500PE,700.0,710.0,700.0,705.65,450,279300
2021-03-01 11:15:00,15500PE,705.65,760.0,705.65,760.0,1350,558450
2021-03-01 11:30:00,15500PE,760.0,803.4,734.7,803.4,4650,1023825
2021-03-01 11:45:00,15500PE,803.4,810.0,780.0,803.8,750,279225
2021-03-01 12:00:00,15500PE,803.8,816.75,780.4,780.4,975,558525
2021-03-01 12:15:00,15500PE,780.4,850.0,780.4,839.55,2025,835500
2021-03-01 12:30:00,15500PE,839.55,850.0,827.3,827.3,150,185775
2021-03-01 12:45:00,15500PE,827.3,827.3,790.0,795.5,1050,464850
2021-03-01 13:00:00,15500PE,795.5,795.5,750.0,750.0,600,651000
2021-03-01 13:15:00,15500PE,750.0,789.0,732.0,732.0,600,464700
2021-03-01 13:30:00,15500PE,732.0,738.4,721.0,721.0,600,371400
2021-03-01 13:45:00,15500PE,721.0,748.0,721.0,748.0,750,463200
2021-03-01 14:00:00,15500PE,748.0,748.0,715.0,740.0,675,462675
2021-03-01 14:15:00,15500PE,740.0,750.95,740.0,750.95,600,370725
2021-03-01 14:30:00,15500PE,750.95,750.95,707.2,720.0,2775,829425
2021-03-01 14:45:00,15500PE,720.0,793.0,720.0,780.0,1500,735600
2021-03-01 15:00:00,15500PE,780.0,780.0,749.75,749.75,300,276000
2021-03-01 15:15:00,15500PE,749.75,749.75,710.0,712.0,3300,911550
2021-03-02 09:15:00,15500PE,684.8,690.0,606.8,609.0,7725,1264275
2021-03-02 09:30:00,15500PE,607.0,632.1,607.0,632.0,18525,1082775
2021-03-02 09:45:00,15500PE,632.0,639.0,592.0,594.2,22200,878100
2021-03-02 10:00:00,15500PE,594.2,595.7,574.5,582.15,2550,587400
2021-03-02 10:15:00,15500PE,582.15,615.0,580.0,615.0,29550,500925
2021-03-02 10:30:00,15500PE,615.0,650.0,615.0,625.6,3000,496725
2021-03-02 10:45:00,15500PE,625.6,659.2,625.6,638.15,750,246225
2021-03-02 11:00:00,15500PE,638.15,722.1,638.15,722.1,2100,479550
2021-03-02 11:15:00,15500PE,722.1,735.3,701.2,709.8,3750,534225
2021-03-02 11:30:00,15500PE,709.8,717.15,662.05,662.05,1275,477150
2021-03-02 11:45:00,15500PE,662.05,665.0,650.0,660.35,2475,476775
2021-03-02 12:00:00,15500PE,660.35,690.45,660.0,660.0,2250,475125
2021-03-02 12:15:00,15500PE,660.0,680.0,657.0,680.0,900,263250
2021-03-02 12:30:00,15500PE,680.0,683.85,677.55,677.55,450,104775
2021-03-02 12:45:00,15500PE,677.55,705.0,677.55,694.95,2475,259800
2021-03-02 13:00:00,15500PE,694.95,694.95,680.0,680.0,150,101475
2021-03-02 13:15:00,15500PE,680.0,690.0,678.0,690.0,900,243750
2021-03-02 13:30:00,15500PE,690.0,718.9,630.0,633.65,4800,339000
2021-03-02 13:45:00,15500PE,633.65,670.0,619.8,670.0,1650,241275
2021-03-02 14:00:00,15500PE,670.0,670.0,624.4,624.4,825,240975
2021-03-02 14:15:00,15500PE,624.4,660.0,624.4,650.0,225,96300
2021-03-02 14:30:00,15500PE,650.0,666.3,639.2,647.9,1725,240375
2021-03-02 14:45:00,15500PE,647.9,680.0,640.0,651.4,975,240075
2021-03-02 15:00:00,15500PE,651.4,651.4,556.65,556.65,1725,290700
2021-03-02 15:15:00,15500PE,556.65,559.0,539.3,542.0,4725,481350
2021-03-03 09:15:00,15500PE,455.0,473.9,444.4,463.25,9825,642225
2021-03-03 09:30:00,15500PE,463.25,491.7,453.15,491.7,11925,608025
2021-03-03 09:45:00,15500PE,491.7,491.7,455.9,466.65,4575,391725
2021-03-03 10:00:00,15500PE,466.65,466.65,451.85,451.85,1200,175575
2021-03-03 10:15:00,15500PE,451.85,470.2,441.0,441.3,7575,368250
2021-03-03 10:30:00,15500PE,441.0,441.0,413.9,417.85,2700,558825
2021-03-03 10:45:00,15500PE,417.85,431.8,417.85,430.0,2250,420525
2021-03-03 11:00:00,15500PE,430.0,433.45,419.3,431.7,3375,590250
2021-03-03 11:15:00,15500PE,431.7,431.7,419.0,419.0,1650,273000
2021-03-03 11:30:00,15500PE,419.0,419.7,410.0,419.0,9150,267075
2021-03-03 11:45:00,15500PE,419.0,422.15,400.0,408.25,7275,468825
2021-03-03 12:00:00,15500PE,408.25,408.25,388.2,388.2,18600,549150
2021-03-03 12:15:00,15500PE,388.2,399.9,386.3,397.0,1800,358950
2021-03-03 12:30:00,15500PE,397.0,405.0,383.15,385.1,3750,439050
2021-03-03 12:45:00,15500PE,385.1,385.1,356.6,358.7,7950,479775
2021-03-03 13:00:00,15500PE,358.7,379.0,358.0,364.65,8625,548025
2021-03-03 13:15:00,15500PE,364.65,372.0,351.05,358.25,4275,431250
2021-03-03 13:30:00,15500PE,358.25,365.3,343.55,345.45,9975,481575
2021-03-03 13:45:00,15500PE,345.45,360.45,319.5,339.8,16875,609750
2021-03-03 14:00:00,15500PE,339.8,370.0,339.8,366.0,6450,542775
2021-03-03 14:15:00,15500PE,366.0,366.0,308.5,320.85,17250,553425
2021-03-03 14:30:00,15500PE,320.85,325.65,274.4,276.0,15150,662625
2021-03-03 14:45:00,15500PE,274.2,287.5,258.7,262.35,50775,684750
2021-03-03 15:00:00,15500PE,262.35,269.1,249.9,250.25,56325,704250
2021-03-03 15:15:00,15500PE,250.25,251.95,237.0,250.75,66600,673125
2021-03-04 09:15:00,15500PE,460.05,464.5,413.9,450.0,16350,807375
2021-03-04 09:30:00,15500PE,452.3,510.6,449.9,510.6,19500,888525
2021-03-04 09:45:00,15500PE,515.85,533.15,482.5,487.45,11625,768900
2021-03-04 10:00:00,15500PE,475.0,475.0,446.65,458.7,5325,769800
2021-03-04 10:15:00,15500PE,455.0,475.0,449.95,452.3,2400,505050
2021-03-04 10:30:00,15500PE,440.35,446.1,420.0,427.0,10875,560700
2021-03-04 10:45:00,15500PE,435.85,440.0,424.6,433.9,2100,493875
2021-03-04 11:00:00,15500PE,439.2,439.2,365.1,376.4,10350,484275
2021-03-04 11:15:00,15500PE,374.0,400.0,346.9,383.15,9225,684150
2021-03-04 11:30:00,15500PE,381.8,383.0,334.85,334.85,6075,579300
2021-03-04 11:45:00,15500PE,334.3,366.45,334.3,366.45,5775,563850
2021-03-04 12:00:00,15500PE,353.4,380.0,353.4,371.7,1800,331350
2021-03-04 12:15:00,15500PE,378.0,378.0,347.1,353.25,1500,297675
2021-03-04 12:30:00,15500PE,349.9,353.0,321.0,328.05,6675,601125
2021-03-04 12:45:00,15500PE,327.1,341.75,304.75,313.05,10650,601725
2021-03-04 13:00:00,15500PE,314.9,334.7,299.65,312.0,14175,615150
2021-03-04 13:15:00,15500PE,312.0,365.0,310.0,345.7,11850,648300
2021-03-04 13:30:00,15500PE,343.85,356.4,320.0,355.0,11925,560850
2021-03-04 13:45:00,15500PE,357.0,396.0,328.45,396.0,5775,563325
2021-03-04 14:00:00,15500PE,380.6,380.6,343.55,343.55,6150,562425
2021-03-04 14:15:00,15500PE,334.0,352.0,328.0,328.25,4200,531750
2021-03-04 14:30:00,15500PE,343.35,389.6,338.9,387.0,6900,531300
2021-03-04 14:45:00,15500PE,395.0,395.0,359.8,359.8,4350,564375
2021-03-04 15:00:00,15500PE,385.0,431.15,385.0,411.2,13650,426075
2021-02-26 09:15:00,15500CE,10.6,16.7,10.6,14.7,1955250,20650950
2021-02-26 09:30:00,15500CE,14.8,16.55,13.2,14.25,1036425,22053075
2021-02-26 09:45:00,15500CE,14.25,15.85,13.75,14.3,550275,24510450
2021-02-26 10:00:00,15500CE,14.3,14.6,12.7,13.05,368175,25263825
2021-02-26 10:15:00,15500CE,13.05,13.1,11.6,12.6,820200,25142550
2021-02-26 10:30:00,15500CE,12.55,13.3,12.35,12.8,377775,25252725
2021-02-26 10:45:00,15500CE,12.8,12.95,12.2,12.45,308025,25513125
2021-02-26 11:00:00,15500CE,12.45,13.1,12.2,12.4,674700,25563150
2021-02-26 11:15:00,15500CE,12.5,12.8,12.15,12.25,664950,25687275
2021-02-26 11:30:00,15500CE,12.25,13.3,12.15,13.3,580950,25857225
2021-02-26 11:45:00,15500CE,13.2,14.95,12.9,13.6,516375,25667250
2021-02-26 12:00:00,15500CE,13.65,13.85,12.7,12.75,442950,25600275
2021-02-26 12:15:00,15500CE,12.7,12.95,12.15,12.3,413625,25730100
2021-02-26 12:30:00,15500CE,12.4,12.7,11.65,11.85,340575,25902825
2021-02-26 12:45:00,15500CE,11.85,13.6,11.8,13.25,347175,26110125
2021-02-26 13:00:00,15500CE,13.25,13.5,12.2,12.4,373050,26174550
2021-02-26 13:15:00,15500CE,12.4,13.0,12.2,12.45,275550,26219925
2021-02-26 13:30:00,15500CE,12.45,12.75,11.9,12.35,290400,26601825
2021-02-26 13:45:00,15500CE,12.35,12.9,12.3,12.6,336075,26782275
2021-02-26 14:00:00,15500CE,12.6,13.3,12.45,12.6,387600,26784150
2021-02-26 14:15:00,15500CE,12.55,12.65,11.2,11.3,399525,26814825
2021-02-26 14:30:00,15500CE,11.3,11.55,10.6,11.2,335475,26972325
2021-02-26 14:45:00,15500CE,11.2,11.45,10.15,10.15,450525,27259875
2021-02-26 15:00:00,15500CE,10.2,10.7,8.9,9.1,1186800,27335850
2021-02-26 15:15:00,15500CE,9.1,9.85,8.5,9.0,1454325,25681725
2021-03-01 09:15:00,15500CE,9.85,10.0,8.0,8.1,1611300,35366625
2021-03-01 09:30:00,15500CE,8.2,8.9,8.1,8.9,719700,38703525
2021-03-01 09:45:00,15500CE,8.9,8.9,7.55,7.9,686625,39034200
2021-03-01 10:00:00,15500CE,7.9,7.95,7.45,7.7,502200,39866250
2021-03-01 10:15:00,15500CE,7.7,8.15,7.65,8.0,526725,40907025
2021-03-01 10:30:00,15500CE,8.0,8.5,7.65,8.25,509625,41512575
2021-03-01 10:45:00,15500CE,8.25,8.25,7.25,7.45,524025,41797575
2021-03-01 11:00:00,15500CE,7.45,7.45,6.6,6.8,531300,43097775
2021-03-01 11:15:00,15500CE,6.8,6.8,5.5,5.65,715725,44118825
2021-03-01 11:30:00,15500CE,5.65,6.35,5.55,5.6,495450,44768550
2021-03-01 11:45:00,15500CE,5.6,5.75,5.3,5.6,504900,45526125
2021-03-01 12:00:00,15500CE,5.6,5.7,5.35,5.45,383475,45511800
2021-03-01 12:15:00,15500CE,5.45,5.6,5.2,5.5,537000,45425025
2021-03-01 12:30:00,15500CE,5.55,5.55,4.75,4.75,628200,45342375
2021-03-01 12:45:00,15500CE,4.75,5.4,4.7,5.2,324750,45494850
2021-03-01 13:00:00,15500CE,5.25,6.0,5.2,5.85,372375,45882600
2021-03-01 13:15:00,15500CE,5.85,5.85,4.95,5.5,339075,46541475
2021-03-01 13:30:00,15500CE,5.6,5.75,5.4,5.55,332700,46729575
2021-03-01 13:45:00,15500CE,5.55,5.55,4.9,5.0,313725,46879875
2021-03-01 14:00:00,15500CE,5.05,5.7,4.95,5.25,297975,46680000
2021-03-01 14:15:00,15500CE,5.25,5.35,4.65,4.8,416175,46494975
2021-03-01 14:30:00,15500CE,4.75,5.05,4.3,4.3,663150,46002075
2021-03-01 14:45:00,15500CE,4.3,4.4,3.85,4.25,1362300,43530000
2021-03-01 15:00:00,15500CE,4.3,4.35,3.75,3.9,1985700,43280025
2021-03-01 15:15:00,15500CE,3.95,4.05,3.5,3.7,1778625,43293225
2021-03-02 09:15:00,15500CE,3.8,3.8,2.85,3.15,1578750,47214825
2021-03-02 09:30:00,15500CE,3.15,3.25,2.55,2.65,1190475,46919625
2021-03-02 09:45:00,15500CE,2.65,2.75,2.5,2.7,997650,47074275
2021-03-02 10:00:00,15500CE,2.7,3.0,2.7,2.85,788025,45924450
2021-03-02 10:15:00,15500CE,2.85,2.85,2.4,2.5,511425,45414300
2021-03-02 10:30:00,15500CE,2.5,2.6,2.4,2.5,581100,45202650
2021-03-02 10:45:00,15500CE,2.5,2.7,2.35,2.6,590625,45367500
2021-03-02 11:00:00,15500CE,2.6,2.8,2.35,2.75,800550,45765975
2021-03-02 11:15:00,15500CE,2.75,2.8,2.4,2.6,852900,45699825
2021-03-02 11:30:00,15500CE,2.55,2.6,2.45,2.55,284400,45777300
2021-03-02 11:45:00,15500CE,2.55,2.6,2.4,2.45,253125,46132425
2021-03-02 12:00:00,15500CE,2.45,2.5,2.3,2.35,405075,45967800
2021-03-02 12:15:00,15500CE,2.35,2.45,2.2,2.3,211575,46754700
2021-03-02 12:30:00,15500CE,2.3,2.35,2.25,2.3,132525,46452375
2021-03-02 12:45:00,15500CE,2.3,2.5,2.25,2.5,560175,45984000
2021-03-02 13:00:00,15500CE,2.5,2.55,2.35,2.5,253950,45521475
2021-03-02 13:15:00,15500CE,2.5,2.5,2.3,2.35,261825,45353250
2021-03-02 13:30:00,15500CE,2.3,2.55,2.25,2.55,397650,45705525
2021-03-02 13:45:00,15500CE,2.55,2.55,2.25,2.3,481200,45776775
2021-03-02 14:00:00,15500CE,2.35,2.4,2.2,2.35,811425,45986625
2021-03-02 14:15:00,15500CE,2.35,2.4,2.15,2.2,599775,46200000
2021-03-02 14:30:00,15500CE,2.2,2.25,2.1,2.2,390225,46393875
2021-03-02 14:45:00,15500CE,2.25,2.3,2.15,2.15,644925,46418925
2021-03-02 15:00:00,15500CE,2.2,2.35,1.8,1.85,1233750,45095250
2021-03-02 15:15:00,15500CE,1.85,2.05,1.45,1.85,2156175,41644050
2021-03-03 09:15:00,15500CE,2.1,2.35,2.0,2.3,2764500,43904025
2021-03-03 09:30:00,15500CE,2.3,2.35,2.05,2.25,1733250,46705800
2021-03-03 09:45:00,15500CE,2.25,2.4,2.2,2.2,1102725,47960175
2021-03-03 10:00:00,15500CE,2.25,2.3,1.95,2.0,764325,51846675
2021-03-03 10:15:00,15500CE,2.0,2.25,2.0,2.2,685650,53667000
2021-03-03 10:30:00,15500CE,2.2,2.2,1.9,1.95,1666500,53559750
2021-03-03 10:45:00,15500CE,2.0,2.0,1.85,1.85,782100,54061200
2021-03-03 11:00:00,15500CE,1.85,2.0,1.85,1.95,316650,54424875
2021-03-03 11:15:00,15500CE,1.95,1.95,1.9,1.9,227700,51361050
2021-03-03 11:30:00,15500CE,1.9,2.1,1.9,2.1,618900,50603025
2021-03-03 11:45:00,15500CE,2.1,2.4,2.0,2.35,723075,51892650
2021-03-03 12:00:00,15500CE,2.4,2.55,2.3,2.5,932700,52620750
2021-03-03 12:15:00,15500CE,2.5,2.5,2.35,2.4,880125,52286925
2021-03-03 12:30:00,15500CE,2.4,2.5,2.2,2.45,1063500,34690875
2021-03-03 12:45:00,15500CE,2.45,3.5,2.45,3.4,1565325,50903775
2021-03-03 13:00:00,15500CE,3.4,3.4,2.45,2.8,1540050,49184775
2021-03-03 13:15:00,15500CE,2.8,2.85,2.7,2.75,1218750,49146750
2021-03-03 13:30:00,15500CE,2.75,3.45,2.7,3.3,1630950,49631775
2021-03-03 13:45:00,15500CE,3.35,4.15,2.55,3.4,2228550,49357800
2021-03-03 14:00:00,15500CE,3.4,3.55,2.7,2.85,1056750,47994600
2021-03-03 14:15:00,15500CE,2.85,3.45,2.85,3.0,1373550,48501075
2021-03-03 14:30:00,15500CE,3.1,4.25,2.8,4.25,2208525,48352725
2021-03-03 14:45:00,15500CE,4.25,6.25,3.85,5.2,3993375,47669775
2021-03-03 15:00:00,15500CE,5.25,5.9,4.4,5.5,3477600,48302850
2021-03-03 15:15:00,15500CE,5.55,6.75,5.0,5.5,4536900,46589550
2021-03-04 09:15:00,15500CE,0.85,1.15,0.85,0.95,6782025,53079675
2021-03-04 09:30:00,15500CE,0.95,1.15,0.95,1.1,2684700,53975925
2021-03-04 09:45:00,15500CE,1.15,1.35,1.1,1.2,2816700,58970325
2021-03-04 10:00:00,15500CE,1.15,1.2,1.0,1.05,1246425,64969125
2021-03-04 10:15:00,15500CE,1.0,1.1,0.95,1.05,927150,67039650
2021-03-04 10:30:00,15500CE,1.1,1.15,1.0,1.05,872475,67556550
2021-03-04 10:45:00,15500CE,1.0,1.2,0.95,1.05,1296075,68627250
2021-03-04 11:00:00,15500CE,1.0,1.05,0.8,0.95,1603500,70240425
2021-03-04 11:15:00,15500CE,0.95,1.1,0.75,0.75,1782676,70591050
2021-03-04 11:30:00,15500CE,0.75,0.95,0.75,0.9,1261874,71566500
2021-03-04 11:45:00,15500CE,0.9,0.95,0.7,0.75,966450,72596175
2021-03-04 12:00:00,15500CE,0.7,0.75,0.6,0.65,628950,73399650
2021-03-04 12:15:00,15500CE,0.65,0.65,0.55,0.6,574650,72624825
2021-03-04 12:30:00,15500CE,0.65,0.7,0.55,0.65,657000,71986200
2021-03-04 12:45:00,15500CE,0.65,0.85,0.6,0.75,808576,72168000
2021-03-04 13:00:00,15500CE,0.7,0.75,0.6,0.75,696524,71980350
2021-03-04 13:15:00,15500CE,0.75,0.75,0.45,0.55,1055924,71516400
2021-03-04 13:30:00,15500CE,0.55,0.65,0.5,0.55,679952,71850900
2021-03-04 13:45:00,15500CE,0.6,0.7,0.55,0.65,792148,71742825
2021-03-04 14:00:00,15500CE,0.65,0.75,0.55,0.6,541800,71697000
2021-03-04 14:15:00,15500CE,0.65,0.65,0.35,0.35,1000352,68965575
2021-03-04 14:30:00,15500CE,0.35,0.4,0.25,0.35,1169774,62725200
2021-03-04 14:45:00,15500CE,0.3,0.4,0.25,0.25,541726,59337225
2021-03-04 15:00:00,15500CE,0.3,0.3,0.1,0.1,1372124,49565025
2021-02-26 09:15:00,15400PE,619.95,620.0,526.0,547.35,9750,730800
2021-02-26 09:30:00,15400PE,547.35,553.25,510.6,553.25,14700,475275
2021-02-26 09:45:00,15400PE,553.25,570.0,525.0,559.75,6000,434100
2021-02-26 10:00:00,15400PE,559.75,570.0,545.0,560.0,1650,370800
2021-02-26 10:15:00,15400PE,560.0,647.6,560.0,631.15,6675,509625
2021-02-26 10:30:00,15400PE,631.15,632.45,620.65,632.45,1575,324075
2021-02-26 10:45:00,15400PE,632.45,670.0,622.7,670.0,750,196575
2021-02-26 11:00:00,15400PE,670.0,719.8,670.0,698.85,3000,495975
2021-02-26 11:15:00,15400PE,698.85,756.05,698.85,751.65,7350,443700
2021-02-26 11:30:00,15400PE,751.65,789.25,750.5,750.5,750,247500
2021-02-26 11:45:00,15400PE,750.5,750.5,726.75,726.75,225,99975
2021-02-26 12:00:00,15400PE,726.75,800.0,726.75,800.0,525,149850
2021-02-26 12:15:00,15400PE,800.0,812.0,800.0,812.0,1275,200700
2021-02-26 12:30:00,15400PE,812.0,867.0,812.0,860.0,3075,351225
2021-02-26 12:45:00,15400PE,860.0,860.0,769.8,786.6,6000,301050
2021-02-26 13:00:00,15400PE,786.6,800.0,781.8,800.0,1050,150525
2021-02-26 13:15:00,15400PE,800.0,873.3,800.0,845.75,9375,49575
2021-02-26 13:30:00,15400PE,845.75,845.75,800.0,800.0,1200,95700
2021-02-26 13:45:00,15400PE,800.0,800.0,763.6,769.85,2400,233325
2021-02-26 14:00:00,15400PE,769.85,769.85,717.4,730.95,1650,230475
2021-02-26 14:15:00,15400PE,730.95,755.75,730.95,750.0,375,137625
2021-02-26 14:30:00,15400PE,750.0,750.0,745.95,745.95,300,45900
2021-02-26 14:45:00,15400PE,745.95,790.0,729.95,790.0,825,275400
2021-02-26 15:00:00,15400PE,814.0,880.05,814.0,851.25,2025,229650
2021-02-26 15:15:00,15400PE,851.25,910.0,851.25,872.95,1050,321675
2021-03-01 09:15:00,15400PE,760.0,760.0,686.25,745.95,5250,524550
2021-03-01 09:30:00,15400PE,745.95,745.95,669.0,669.0,150,72000
2021-03-01 09:45:00,15400PE,667.7,679.0,650.0,660.35,600,179925
2021-03-01 10:00:00,15400PE,660.35,667.0,660.0,667.0,150,71775
2021-03-01 10:15:00,15400PE,667.0,667.0,624.6,628.15,375,107400
2021-03-01 10:30:00,15400PE,628.15,628.15,610.0,610.0,75,35775
2021-03-01 10:45:00,15400PE,610.0,615.0,610.0,615.0,75,35700
2021-03-01 11:00:00,15400PE,615.0,620.0,611.0,611.0,225,107175
2021-03-01 11:15:00,15400PE,611.0,640.0,611.0,640.0,375,35850
2021-03-01 11:45:00,15400PE,640.0,710.0,640.0,708.3,2550,247050
2021-03-01 12:00:00,15400PE,708.3,711.0,708.3,711.0,75,35550
2021-03-01 12:15:00,15400PE,711.0,721.2,711.0,721.2,225,35475
2021-03-01 12:30:00,15400PE,721.2,742.55,721.2,742.55,75,35250
2021-03-01 12:45:00,15400PE,742.55,742.55,700.0,700.0,150,70650
2021-03-01 13:00:00,15400PE,700.0,700.0,680.0,680.0,75,35325
2021-03-01 13:30:00,15400PE,680.0,680.0,636.75,642.55,150,35400
2021-03-01 14:15:00,15400PE,642.55,642.55,635.95,635.95,75,35400
2021-03-01 14:45:00,15400PE,635.95,697.85,635.95,697.85,525,70800
2021-03-01 15:00:00,15400PE,697.85,697.85,667.5,667.5,75,35400
2021-03-01 15:15:00,15400PE,667.5,667.5,624.15,624.15,150,70725
2021-03-02 09:15:00,15400PE,602.0,602.0,510.0,510.0,1275,177825
2021-03-02 09:30:00,15400PE,510.0,533.0,510.0,533.0,1800,217500
2021-03-02 09:45:00,15400PE,533.0,540.35,500.0,500.0,1950,109650
2021-03-02 10:00:00,15400PE,500.0,500.0,479.05,481.35,2100,292200
2021-03-02 10:15:00,15400PE,481.35,516.55,481.35,516.55,1125,292650
2021-03-02 10:30:00,15400PE,516.55,543.0,515.0,540.9,375,186000
2021-03-02 10:45:00,15400PE,540.9,554.0,540.9,554.0,225,112425
2021-03-02 11:00:00,15400PE,554.0,620.0,554.0,620.0,600,112350
2021-03-02 11:15:00,15400PE,620.0,641.2,613.0,613.0,2100,147975
2021-03-02 11:30:00,15400PE,613.0,627.05,560.0,560.0,600,184425
2021-03-02 11:45:00,15400PE,560.0,561.45,550.0,558.2,450,110475
2021-03-02 12:00:00,15400PE,558.2,590.0,558.2,590.0,375,110700
2021-03-02 12:15:00,15400PE,590.0,590.0,560.0,580.6,300,110925
2021-03-02 12:45:00,15400PE,580.6,611.0,580.6,593.4,1125,185175
2021-03-02 13:00:00,15400PE,593.4,593.4,588.4,588.4,75,37050
2021-03-02 13:15:00,15400PE,588.4,588.4,588.0,588.0,75,35625
2021-03-02 13:30:00,15400PE,588.0,609.4,544.75,544.75,975,177525
2021-03-02 13:45:00,15400PE,544.75,567.85,520.0,567.85,375,141900
2021-03-02 14:15:00,15400PE,567.85,567.85,544.7,560.0,675,177375
2021-03-02 14:30:00,15400PE,560.0,561.25,545.0,545.0,450,106275
2021-03-02 14:45:00,15400PE,550.0,577.0,550.0,560.0,1275,212625
2021-03-02 15:00:00,15400PE,560.0,560.0,460.1,460.1,1800,176850
2021-03-02 15:15:00,15400PE,460.1,460.1,441.0,443.0,1575,247275
2021-03-03 09:15:00,15400PE,360.65,376.0,345.5,359.0,10275,526800
2021-03-03 09:30:00,15400PE,359.0,392.6,356.0,386.6,5400,372600
2021-03-03 09:45:00,15400PE,386.6,386.6,354.35,368.0,8475,421275
2021-03-03 10:00:00,15400PE,368.0,368.1,353.85,359.0,10650,536625
2021-03-03 10:15:00,15400PE,359.0,370.65,339.7,340.3,15600,473550
2021-03-03 10:30:00,15400PE,340.3,340.3,311.0,315.85,9450,500100
2021-03-03 10:45:00,15400PE,315.85,330.25,315.8,324.2,9975,376875
2021-03-03 11:00:00,15400PE,324.2,334.15,324.2,325.2,1425,195975
2021-03-03 11:15:00,15400PE,325.2,335.0,323.2,323.2,1875,401850
2021-03-03 11:30:00,15400PE,323.2,328.65,306.1,316.95,13125,419625
2021-03-03 11:45:00,15400PE,316.95,321.1,298.85,299.9,8925,512100
2021-03-03 12:00:00,15400PE,299.9,302.5,286.95,289.5,8925,540300
2021-03-03 12:15:00,15400PE,289.5,298.45,289.5,298.45,6000,605100
2021-03-03 12:30:00,15400PE,298.45,305.0,282.0,285.9,9825,553125
2021-03-03 12:45:00,15400PE,285.9,285.9,259.85,260.7,21975,601650
2021-03-03 13:00:00,15400PE,260.7,281.0,260.7,270.0,12225,707250
2021-03-03 13:15:00,15400PE,270.0,272.75,252.25,260.0,9000,546675
2021-03-03 13:30:00,15400PE,260.0,269.25,237.3,242.6,25875,758175
2021-03-03 13:45:00,15400PE,242.6,263.55,222.95,243.85,33900,775275
2021-03-03 14:00:00,15400PE,243.85,272.0,240.45,270.0,18375,772950
2021-03-03 14:15:00,15400PE,270.0,270.0,213.05,223.9,32100,710250
2021-03-03 14:30:00,15400PE,223.9,227.5,178.35,181.55,70050,762900
2021-03-03 14:45:00,15400PE,181.55,194.25,165.7,167.55,134025,787425
2021-03-03 15:00:00,15400PE,166.0,175.4,154.2,156.0,190575,822450
2021-03-03 15:15:00,15400PE,156.0,161.25,146.0,161.25,115800,812850
2021-03-04 09:15:00,15400PE,360.4,363.4,313.45,348.8,39675,812700
2021-03-04 09:30:00,15400PE,353.0,412.0,344.35,411.4,26250,796875
2021-03-04 09:45:00,15400PE,415.05,434.55,381.55,386.35,18450,800100
2021-03-04 10:00:00,15400PE,387.4,387.4,348.45,355.6,12225,727650
